Timestamp; Requests by Dispatcher; Read by Dispatcher; Read Queue;  Remaining Q1; Remaining Q2; Remaining Q3; Remaining Q4; Remaining queue expired
383786;797;6;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
383789;924;18;3;Remaining Q7;Remaining Q10;Remaining Q0;Remaining Q103;0
383791;870;0;0;Remaining Q7;Remaining Q10;Remaining Q0;Remaining Q0;0
383790;973;103;4;Remaining Q7;Remaining Q10;Remaining Q0;Remaining Q0;0
384784;533;7;1;Remaining Q0;Remaining Q10;Remaining Q0;Remaining Q0;0
384786;793;10;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
384788;916;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
384790;983;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
384791;983;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
385790;533;24;1;Remaining Q0;Remaining Q31;Remaining Q69;Remaining Q291;0
385792;776;31;2;Remaining Q0;Remaining Q0;Remaining Q69;Remaining Q291;0
385793;878;69;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q291;0
385795;876;291;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
385796;585;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
386804;533;2;1;Remaining Q0;Remaining Q11;Remaining Q5;Remaining Q44;0
386806;798;11;2;Remaining Q0;Remaining Q0;Remaining Q5;Remaining Q44;0
386809;982;44;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
386807;920;5;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q44;0
386810;938;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
387814;533;7;1;Remaining Q0;Remaining Q11;Remaining Q15;Remaining Q79;0
387815;793;11;2;Remaining Q0;Remaining Q0;Remaining Q15;Remaining Q79;0
387818;967;79;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
387816;915;15;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q79;0
387820;888;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
388829;533;5;1;Remaining Q0;Remaining Q10;Remaining Q22;Remaining Q94;0
388831;795;10;2;Remaining Q0;Remaining Q0;Remaining Q22;Remaining Q94;0
388834;918;22;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q94;0
388835;963;94;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
388837;869;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
389842;533;7;1;Remaining Q0;Remaining Q16;Remaining Q26;Remaining Q129;0
389845;793;16;2;Remaining Q0;Remaining Q0;Remaining Q26;Remaining Q129;0
389847;910;26;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q129;0
389849;951;129;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
389850;822;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
390858;533;22;1;Remaining Q0;Remaining Q39;Remaining Q61;Remaining Q247;0
390860;778;39;2;Remaining Q0;Remaining Q0;Remaining Q61;Remaining Q247;0
390862;872;61;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q247;0
390863;878;247;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
390864;631;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
391869;533;15;1;Remaining Q0;Remaining Q37;Remaining Q57;Remaining Q235;0
391871;785;37;2;Remaining Q0;Remaining Q0;Remaining Q57;Remaining Q235;0
391873;881;57;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q235;0
391874;891;235;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
391877;656;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
392881;533;9;1;Remaining Q0;Remaining Q15;Remaining Q17;Remaining Q112;0
392883;791;15;2;Remaining Q0;Remaining Q0;Remaining Q17;Remaining Q112;0
392885;909;17;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q112;0
392887;959;112;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
392888;847;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
393894;533;18;1;Remaining Q0;Remaining Q19;Remaining Q42;Remaining Q171;0
393897;782;19;2;Remaining Q0;Remaining Q0;Remaining Q42;Remaining Q171;0
393900;896;42;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q171;0
393902;921;171;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
393904;750;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
394897;533;17;1;Remaining Q0;Remaining Q45;Remaining Q68;Remaining Q322;0
394899;783;45;2;Remaining Q0;Remaining Q0;Remaining Q68;Remaining Q322;0
394900;871;68;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q322;0
394902;870;322;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
394904;548;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
395910;533;8;1;Remaining Q0;Remaining Q11;Remaining Q16;Remaining Q122;0
395912;792;11;2;Remaining Q0;Remaining Q0;Remaining Q16;Remaining Q122;0
395915;914;16;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q122;0
395916;965;122;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
395918;843;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
396923;533;23;1;Remaining Q0;Remaining Q35;Remaining Q42;Remaining Q203;0
396925;777;35;2;Remaining Q0;Remaining Q0;Remaining Q42;Remaining Q203;0
396928;875;42;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q203;0
396930;900;203;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
396931;697;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
397936;533;11;1;Remaining Q0;Remaining Q10;Remaining Q26;Remaining Q84;0
397939;789;10;2;Remaining Q0;Remaining Q0;Remaining Q26;Remaining Q84;0
397940;912;26;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q84;0
397942;953;84;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
397943;869;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
398936;533;13;1;Remaining Q0;Remaining Q20;Remaining Q28;Remaining Q149;0
398937;787;20;2;Remaining Q0;Remaining Q0;Remaining Q28;Remaining Q149;0
398938;900;28;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q149;0
398939;939;149;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
398940;790;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
399948;533;5;1;Remaining Q0;Remaining Q18;Remaining Q19;Remaining Q125;0
399950;795;18;2;Remaining Q0;Remaining Q0;Remaining Q19;Remaining Q125;0
399952;910;19;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q125;0
399953;958;125;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
399955;833;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
400958;533;14;1;Remaining Q0;Remaining Q26;Remaining Q35;Remaining Q164;0
400960;786;26;2;Remaining Q0;Remaining Q0;Remaining Q35;Remaining Q164;0
400961;893;35;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q164;0
400962;925;164;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
400963;761;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
401975;533;16;1;Remaining Q0;Remaining Q21;Remaining Q52;Remaining Q155;0
401977;784;21;2;Remaining Q0;Remaining Q0;Remaining Q52;Remaining Q155;0
401978;896;52;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q155;0
401979;911;155;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
401980;756;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
402984;533;12;1;Remaining Q0;Remaining Q24;Remaining Q44;Remaining Q222;0
402987;788;24;2;Remaining Q0;Remaining Q0;Remaining Q44;Remaining Q222;0
402988;897;44;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q222;0
402989;920;222;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
402991;698;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
403997;533;11;1;Remaining Q0;Remaining Q18;Remaining Q34;Remaining Q113;0
404000;789;18;2;Remaining Q0;Remaining Q0;Remaining Q34;Remaining Q113;0
404001;904;34;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q113;0
404004;937;113;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
404006;824;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
405003;533;5;1;Remaining Q0;Remaining Q19;Remaining Q18;Remaining Q123;0
405005;795;19;2;Remaining Q0;Remaining Q0;Remaining Q18;Remaining Q123;0
405006;909;18;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q123;0
405008;958;123;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
405009;835;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
406019;533;16;1;Remaining Q0;Remaining Q34;Remaining Q75;Remaining Q287;0
406020;784;34;2;Remaining Q0;Remaining Q0;Remaining Q75;Remaining Q287;0
406022;883;75;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q287;0
406023;875;287;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
406024;588;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
407031;533;5;1;Remaining Q0;Remaining Q5;Remaining Q12;Remaining Q55;0
407033;795;5;2;Remaining Q0;Remaining Q0;Remaining Q12;Remaining Q55;0
407036;978;55;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
407035;923;12;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q55;0
407038;923;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
408043;533;14;1;Remaining Q0;Remaining Q20;Remaining Q46;Remaining Q164;0
408045;786;20;2;Remaining Q0;Remaining Q0;Remaining Q46;Remaining Q164;0
408046;899;46;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q164;0
408047;920;164;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
408048;756;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
409053;533;5;1;Remaining Q0;Remaining Q6;Remaining Q19;Remaining Q54;0
409054;795;6;2;Remaining Q0;Remaining Q0;Remaining Q19;Remaining Q54;0
409057;922;19;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q54;0
409058;970;54;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
409060;916;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
410065;533;23;1;Remaining Q0;Remaining Q34;Remaining Q57;Remaining Q262;0
410067;777;34;2;Remaining Q0;Remaining Q0;Remaining Q57;Remaining Q262;0
410069;876;57;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q262;0
410071;886;262;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
410072;624;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
411079;533;4;1;Remaining Q0;Remaining Q5;Remaining Q14;Remaining Q70;0
411081;796;5;2;Remaining Q0;Remaining Q0;Remaining Q14;Remaining Q70;0
411082;924;14;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q70;0
411085;977;70;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
411086;907;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
412085;533;5;1;Remaining Q0;Remaining Q17;Remaining Q12;Remaining Q74;0
412086;795;17;2;Remaining Q0;Remaining Q0;Remaining Q12;Remaining Q74;0
412088;911;12;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q74;0
412089;966;74;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
412090;892;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
413096;533;13;1;Remaining Q0;Remaining Q18;Remaining Q28;Remaining Q122;0
413098;787;18;2;Remaining Q0;Remaining Q0;Remaining Q28;Remaining Q122;0
413100;902;28;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q122;0
413102;941;122;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
413104;819;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
414098;533;2;1;Remaining Q0;Remaining Q7;Remaining Q9;Remaining Q52;0
414102;798;7;2;Remaining Q0;Remaining Q0;Remaining Q9;Remaining Q52;0
414104;924;9;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q52;0
414105;982;52;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
414106;930;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
415099;533;4;1;Remaining Q0;Remaining Q5;Remaining Q12;Remaining Q55;0
415101;796;5;2;Remaining Q0;Remaining Q0;Remaining Q12;Remaining Q55;0
415103;924;12;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q55;0
415105;979;55;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
415107;924;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
416112;533;17;1;Remaining Q0;Remaining Q35;Remaining Q48;Remaining Q196;0
416115;783;35;2;Remaining Q0;Remaining Q0;Remaining Q48;Remaining Q196;0
416117;881;48;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q196;0
416119;900;196;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
416121;704;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
417126;533;19;1;Remaining Q0;Remaining Q31;Remaining Q35;Remaining Q235;0
417129;781;31;2;Remaining Q0;Remaining Q0;Remaining Q35;Remaining Q235;0
417130;883;35;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q235;0
417132;915;235;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
417133;680;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
418138;533;11;1;Remaining Q0;Remaining Q16;Remaining Q27;Remaining Q135;0
418141;789;16;2;Remaining Q0;Remaining Q0;Remaining Q27;Remaining Q135;0
418143;906;27;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q135;0
418144;946;135;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
418146;811;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
419151;533;8;1;Remaining Q0;Remaining Q26;Remaining Q47;Remaining Q218;0
419154;792;26;2;Remaining Q0;Remaining Q0;Remaining Q47;Remaining Q218;0
419155;899;47;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q218;0
419157;919;218;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
419158;701;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
420151;533;6;1;Remaining Q0;Remaining Q13;Remaining Q15;Remaining Q57;0
420153;794;13;2;Remaining Q0;Remaining Q0;Remaining Q15;Remaining Q57;0
420155;914;15;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q57;0
420157;966;57;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
420158;909;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
421156;533;22;1;Remaining Q0;Remaining Q23;Remaining Q42;Remaining Q215;0
421158;778;23;2;Remaining Q0;Remaining Q0;Remaining Q42;Remaining Q215;0
421160;888;42;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q215;0
421162;913;215;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
421163;698;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
422166;533;22;1;Remaining Q0;Remaining Q42;Remaining Q47;Remaining Q261;0
422168;778;42;2;Remaining Q0;Remaining Q0;Remaining Q47;Remaining Q261;0
422170;869;47;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q261;0
422171;889;261;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
422174;628;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
423170;533;9;1;Remaining Q0;Remaining Q16;Remaining Q32;Remaining Q121;0
423172;791;16;2;Remaining Q0;Remaining Q0;Remaining Q32;Remaining Q121;0
423174;908;32;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q121;0
423176;943;121;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
423178;822;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
424170;533;5;1;Remaining Q0;Remaining Q15;Remaining Q16;Remaining Q121;0
424172;795;15;2;Remaining Q0;Remaining Q0;Remaining Q16;Remaining Q121;0
424174;913;16;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q121;0
424175;964;121;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
424176;843;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
425180;533;11;1;Remaining Q0;Remaining Q30;Remaining Q46;Remaining Q223;0
425182;789;30;2;Remaining Q0;Remaining Q0;Remaining Q46;Remaining Q223;0
425184;892;46;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q223;0
425185;913;223;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
425187;690;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
426191;533;15;1;Remaining Q0;Remaining Q28;Remaining Q47;Remaining Q202;0
426193;785;28;2;Remaining Q0;Remaining Q0;Remaining Q47;Remaining Q202;0
426194;890;47;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q202;0
426195;910;202;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
426196;708;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
427206;533;6;1;Remaining Q0;Remaining Q15;Remaining Q27;Remaining Q137;0
427209;794;30;2;Remaining Q6;Remaining Q0;Remaining Q43;Remaining Q201;0
427211;897;43;3;Remaining Q6;Remaining Q0;Remaining Q0;Remaining Q201;0
427212;921;201;4;Remaining Q6;Remaining Q0;Remaining Q0;Remaining Q0;0
427213;720;0;0;Remaining Q6;Remaining Q0;Remaining Q0;Remaining Q0;0
428206;533;11;1;Remaining Q0;Remaining Q19;Remaining Q39;Remaining Q134;0
428208;789;19;2;Remaining Q0;Remaining Q0;Remaining Q39;Remaining Q134;0
428210;903;39;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q134;0
428212;931;134;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
428213;797;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
429216;533;5;1;Remaining Q0;Remaining Q13;Remaining Q14;Remaining Q79;0
429219;795;13;2;Remaining Q0;Remaining Q0;Remaining Q14;Remaining Q79;0
429222;915;30;3;Remaining Q3;Remaining Q10;Remaining Q0;Remaining Q161;0
429224;952;161;4;Remaining Q3;Remaining Q10;Remaining Q0;Remaining Q0;0
429226;791;0;0;Remaining Q3;Remaining Q10;Remaining Q0;Remaining Q0;0
430230;533;3;1;Remaining Q0;Remaining Q10;Remaining Q0;Remaining Q0;0
430233;797;10;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
430236;920;9;3;Remaining Q4;Remaining Q9;Remaining Q0;Remaining Q91;0
430238;978;91;4;Remaining Q4;Remaining Q9;Remaining Q0;Remaining Q0;0
430240;887;0;0;Remaining Q4;Remaining Q9;Remaining Q0;Remaining Q0;0
431241;533;13;1;Remaining Q0;Remaining Q42;Remaining Q52;Remaining Q185;0
431244;787;42;2;Remaining Q0;Remaining Q0;Remaining Q52;Remaining Q185;0
431245;878;52;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q185;0
431246;893;185;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
431248;708;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
432252;533;21;1;Remaining Q0;Remaining Q31;Remaining Q45;Remaining Q229;0
432254;779;31;2;Remaining Q0;Remaining Q0;Remaining Q45;Remaining Q229;0
432257;881;45;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q229;0
432258;903;229;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
432260;674;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
433264;533;8;1;Remaining Q0;Remaining Q11;Remaining Q29;Remaining Q122;0
433266;792;11;2;Remaining Q0;Remaining Q0;Remaining Q29;Remaining Q122;0
433269;914;52;3;Remaining Q5;Remaining Q5;Remaining Q0;Remaining Q225;0
433272;929;225;4;Remaining Q5;Remaining Q5;Remaining Q0;Remaining Q0;0
433274;704;0;0;Remaining Q5;Remaining Q5;Remaining Q0;Remaining Q0;0
434276;533;5;1;Remaining Q0;Remaining Q5;Remaining Q0;Remaining Q0;0
434279;795;5;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
434281;923;20;3;Remaining Q8;Remaining Q16;Remaining Q0;Remaining Q124;0
434286;970;124;4;Remaining Q8;Remaining Q16;Remaining Q0;Remaining Q0;0
434287;846;0;0;Remaining Q8;Remaining Q16;Remaining Q0;Remaining Q0;0
435289;533;8;1;Remaining Q0;Remaining Q16;Remaining Q0;Remaining Q0;0
435293;792;37;2;Remaining Q11;Remaining Q0;Remaining Q36;Remaining Q123;0
435295;888;36;3;Remaining Q11;Remaining Q0;Remaining Q0;Remaining Q123;0
435298;796;0;0;Remaining Q11;Remaining Q0;Remaining Q0;Remaining Q0;0
435296;919;123;4;Remaining Q11;Remaining Q0;Remaining Q0;Remaining Q0;0
436301;533;16;1;Remaining Q0;Remaining Q8;Remaining Q11;Remaining Q65;0
436303;784;8;2;Remaining Q0;Remaining Q0;Remaining Q11;Remaining Q65;0
436306;909;50;3;Remaining Q9;Remaining Q18;Remaining Q0;Remaining Q188;0
436308;926;188;4;Remaining Q9;Remaining Q18;Remaining Q0;Remaining Q0;0
436310;738;0;0;Remaining Q9;Remaining Q18;Remaining Q0;Remaining Q0;0
437313;533;9;1;Remaining Q0;Remaining Q18;Remaining Q0;Remaining Q0;0
437316;791;18;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
437320;906;54;3;Remaining Q21;Remaining Q31;Remaining Q0;Remaining Q196;0
437322;919;196;4;Remaining Q21;Remaining Q31;Remaining Q0;Remaining Q0;0
437323;723;0;0;Remaining Q21;Remaining Q31;Remaining Q0;Remaining Q0;0
438327;533;29;1;Remaining Q0;Remaining Q38;Remaining Q17;Remaining Q77;0
438329;771;38;2;Remaining Q0;Remaining Q0;Remaining Q17;Remaining Q77;0
438332;866;34;3;Remaining Q7;Remaining Q11;Remaining Q0;Remaining Q151;0
438334;899;151;4;Remaining Q7;Remaining Q11;Remaining Q0;Remaining Q0;0
438336;748;0;0;Remaining Q7;Remaining Q11;Remaining Q0;Remaining Q0;0
439335;533;13;1;Remaining Q0;Remaining Q23;Remaining Q18;Remaining Q60;0
439337;787;23;2;Remaining Q0;Remaining Q0;Remaining Q18;Remaining Q60;0
439340;897;18;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q60;0
439341;946;60;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
439342;886;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
440349;533;12;1;Remaining Q0;Remaining Q21;Remaining Q33;Remaining Q179;0
440351;788;21;2;Remaining Q0;Remaining Q0;Remaining Q33;Remaining Q179;0
440354;900;33;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q179;0
440357;934;179;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
440358;755;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
441353;533;2;1;Remaining Q0;Remaining Q17;Remaining Q13;Remaining Q63;0
441357;798;36;2;Remaining Q5;Remaining Q0;Remaining Q26;Remaining Q150;0
441359;895;26;3;Remaining Q5;Remaining Q0;Remaining Q0;Remaining Q150;0
441360;936;150;4;Remaining Q5;Remaining Q0;Remaining Q0;Remaining Q0;0
441361;786;0;0;Remaining Q5;Remaining Q0;Remaining Q0;Remaining Q0;0
442355;533;20;1;Remaining Q0;Remaining Q26;Remaining Q40;Remaining Q186;0
442360;780;40;2;Remaining Q8;Remaining Q0;Remaining Q68;Remaining Q311;0
442362;873;68;3;Remaining Q8;Remaining Q0;Remaining Q0;Remaining Q311;0
442364;872;311;4;Remaining Q8;Remaining Q0;Remaining Q0;Remaining Q0;0
442366;561;0;0;Remaining Q8;Remaining Q0;Remaining Q0;Remaining Q0;0
443369;533;14;1;Remaining Q0;Remaining Q6;Remaining Q12;Remaining Q45;0
443370;786;6;2;Remaining Q0;Remaining Q0;Remaining Q12;Remaining Q45;0
443374;913;61;3;Remaining Q16;Remaining Q38;Remaining Q0;Remaining Q302;0
443376;919;302;4;Remaining Q16;Remaining Q38;Remaining Q0;Remaining Q0;0
443378;617;0;0;Remaining Q16;Remaining Q38;Remaining Q0;Remaining Q0;0
444379;533;22;1;Remaining Q0;Remaining Q44;Remaining Q9;Remaining Q50;0
444382;778;44;2;Remaining Q0;Remaining Q0;Remaining Q9;Remaining Q50;0
444383;867;9;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q50;0
444386;925;50;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
444388;875;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
445393;533;5;1;Remaining Q0;Remaining Q13;Remaining Q23;Remaining Q85;0
445398;915;33;3;Remaining Q4;Remaining Q11;Remaining Q0;Remaining Q163;0
445396;795;13;2;Remaining Q0;Remaining Q0;Remaining Q23;Remaining Q85;0
445399;949;163;4;Remaining Q4;Remaining Q11;Remaining Q0;Remaining Q0;0
445402;786;0;0;Remaining Q4;Remaining Q11;Remaining Q0;Remaining Q0;0
446405;533;4;1;Remaining Q0;Remaining Q11;Remaining Q0;Remaining Q0;0
446408;796;11;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
446410;918;35;3;Remaining Q13;Remaining Q16;Remaining Q0;Remaining Q155;0
446412;950;155;4;Remaining Q13;Remaining Q16;Remaining Q0;Remaining Q0;0
446414;795;0;0;Remaining Q13;Remaining Q16;Remaining Q0;Remaining Q0;0
447419;533;13;1;Remaining Q0;Remaining Q16;Remaining Q0;Remaining Q0;0
447422;787;16;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
447424;904;30;3;Remaining Q6;Remaining Q17;Remaining Q0;Remaining Q112;0
447426;941;112;4;Remaining Q6;Remaining Q17;Remaining Q0;Remaining Q0;0
447427;829;0;0;Remaining Q6;Remaining Q17;Remaining Q0;Remaining Q0;0
448428;533;17;1;Remaining Q0;Remaining Q32;Remaining Q17;Remaining Q100;0
448430;783;32;2;Remaining Q0;Remaining Q0;Remaining Q17;Remaining Q100;0
448431;884;34;3;Remaining Q8;Remaining Q18;Remaining Q0;Remaining Q185;0
448433;917;185;4;Remaining Q8;Remaining Q18;Remaining Q0;Remaining Q0;0
