Timestamp; Requests by Dispatcher; Read by Dispatcher; Read Queue;  Remaining Q1; Remaining Q2; Remaining Q3; Remaining Q4; Remaining queue expired
79685;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q18863;3484
79687;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17863;3484
80679;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17863;3484
80681;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17863;3484
80685;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16863;3484
80683;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q17863;3484
81688;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16863;3484
81690;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16863;3484
81691;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q16863;3484
81692;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15863;3484
82699;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15863;3484
82701;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15863;3484
82703;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q15863;3484
82706;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14863;3484
83705;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14863;3484
83707;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14863;3484
83708;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q14863;3484
83709;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13863;3484
84710;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13863;3484
84712;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13863;3484
84714;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q13863;3484
84716;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12863;3484
85718;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12863;3484
85719;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12863;3484
85720;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q12863;3484
85721;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11863;3484
86723;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11863;3484
86725;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11863;3484
86727;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q11863;3484
86729;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10863;3484
87726;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10863;3484
87727;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10863;3484
87728;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q10863;3484
87730;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q9863;3484
88731;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q9836;3511
88735;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q9836;3511
88733;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q9836;3511
88737;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8836;3511
89739;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8791;3556
89741;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8791;3556
89742;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q8791;3556
89743;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7791;3556
90748;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7791;3556
90749;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7791;3556
90751;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q7791;3556
90753;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6791;3556
91748;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6791;3556
91750;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6791;3556
91751;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q6791;3556
91752;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5791;3556
92748;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5791;3556
92750;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5791;3556
92753;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q5791;3556
92754;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q4791;3556
93752;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q4791;3556
93754;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q4791;3556
93755;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q4791;3556
93756;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q3791;3556
94762;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q3791;3556
94763;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q3791;3556
94765;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q3791;3556
94766;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2791;3556
95777;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2791;3556
95779;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2791;3556
95781;1000;1000;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q1791;3556
95780;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q2791;3556
96792;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q560;4787
96794;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q560;4787
96796;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q560;4787
96799;1000;560;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;4787
96802;440;440;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;4347
97801;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;4347
97803;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;4347
97804;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;4347
97806;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;4347
97807;1000;1000;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;3347
98805;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;3347
98806;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;3347
98807;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;3347
98810;1000;1000;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;2347
98809;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;3347
99812;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;2347
99814;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;2347
99815;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;2347
99817;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;2347
99818;1000;1000;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;1347
100812;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;1347
100813;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;1347
100816;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;1347
100817;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;1347
100819;1000;1000;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;347
101825;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;347
101826;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;347
101827;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;347
101828;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;347
101830;1000;347;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
102831;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
102833;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
102832;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
102834;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
102836;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
103847;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
103848;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
103850;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
103852;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
103853;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
104858;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
104859;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
104861;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
104862;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
104864;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
105871;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
105872;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
105873;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
105874;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
105876;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
106887;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
106889;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
106891;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
106891;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
106894;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
107891;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
107893;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
107894;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
107895;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
107896;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
108904;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
108906;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
108908;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
108909;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
108911;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
109905;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
109907;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
109909;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
109910;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
109912;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
110915;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
110917;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
110918;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
110919;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
110921;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
111929;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
111931;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
111932;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
111934;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
111935;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
112942;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
112943;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
112945;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
112946;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
112948;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
113953;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
113954;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
113956;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
113957;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
113959;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
114968;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
114969;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
114971;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
114973;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
114974;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
115983;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
115984;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
115985;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
115986;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
115988;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
116986;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
116988;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
116989;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
116991;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
116992;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
117987;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
117989;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
117990;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
117991;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
117992;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
118994;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
118996;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
118997;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
118999;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
119000;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
120003;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
120005;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
120007;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
120009;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
120010;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
121009;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
121011;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
121012;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
121014;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
121015;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
122019;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
122021;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
122023;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
122025;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
122026;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
123025;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
123026;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
123027;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
123029;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
123030;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
124034;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
124036;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
124038;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
124039;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
124041;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
125046;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
125047;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
125048;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
125049;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
125051;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
126061;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
126062;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
126063;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
126065;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
126066;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
127067;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
127069;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
127070;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
127072;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
127073;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
128080;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
128082;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
128084;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
128085;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
128086;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
129085;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
129087;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
129088;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
129089;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
129091;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
130095;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
130098;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
130099;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
130101;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
130102;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
131097;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
131099;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
131101;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
131103;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
131104;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
132097;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
132099;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
132101;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
132103;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
132105;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
133108;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
133109;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
133110;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
133111;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
133113;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
134109;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
134110;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
134111;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
134112;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
134114;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
135110;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
135112;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
135113;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
135115;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
135116;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
136122;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
136123;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
136125;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
136127;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
136128;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
137123;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
137124;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
137125;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
137127;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
137129;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
138137;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
138138;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
138139;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
138140;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
138141;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
139149;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
139150;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
139152;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
139153;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
139154;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
140150;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
140151;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
140153;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
140156;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
140157;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
141164;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
141165;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
141167;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
141168;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
141170;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
142175;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
142176;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
142177;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
142179;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
142180;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
143185;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
143187;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
143188;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
143189;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
143191;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
144196;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
144198;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
144200;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
144202;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
144203;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
145206;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
145207;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
145208;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
145210;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
145211;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
146213;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
146215;800;0;2;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
146216;933;0;3;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
146217;1000;0;4;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
146219;1000;0;0;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
147228;533;0;1;Remaining Q0;Remaining Q0;Remaining Q0;Remaining Q0;0
